ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
CORIS_194;"                       strano ? E una sensazione che adoro , "" disse socchiudendo gli occhi con una certa grazia . Come una piccola bestiola che < gioisce > per aver trovato un compagno di giochi . "" E ' vero , le cose sembrano piÃ¹ vivaci , "" risposi . "" Le persone che soffrono di          ";gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_195;                        piÃ¹ piccini , e in alcune semplici faccende domestiche . Mister BrontÃƒÂ« era molto impegnato nel suo studio , inoltre non < aveva naturale simpatia > per l ' infanzia , la comparsa ripetitiva di nuovi bambini sulla scena domestica lo indisponeva sia perchÃ© era causa del              ;simpatia;LVC;LVC_avere;avere simpatia;stative;Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_197;                           valicarono la frontiera turca e si imbarcarono per l ' America . In America il rabbino non si trovÃ² mai bene . Poteva < simpatizzare > con il sionismo , ma non si risolse mai ad aderirvi . Israele era un ' idea , non una nazione . Il Regno era ovunque ci fosse la      ;simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
CORIS_198;                     ) non cammina , ma Â« sculettaÂ» . Per uscire con lui non si veste , ma si Â« svesteÂ» da sera . Di_fronte_a un complimento non < gioisce > , ma Â« guaisceÂ» . Non guarda gli uomini , li Â« traguardaÂ» . Non balla con qualcuno , ma Â« vi si strusciaÂ» . Porge la mano da          ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_217;                     il fatto che sarebbero altri a non permetterlo . Tua moglie sa cosa fai ? SÃ¬ . E non condivide . Ãˆ dalla mia parte , ma non < gioisce > . Quando lei s ' Ã¨ resa conto di quello che facevi e fai , cosa Ã¨ successo ? Discussioni e discussioni . Per molto tempo fu           ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;1980_2000;Written;NonFiction_prose
CORIS_222;                        del suo paese si Ã¨ dislocato in un mondo separato , quello della letteratura , permettendogli di sopravvivere , anche di < gioire > , ma sempre con la consapevolezza che mai la pienezza della vita , come comunemente la intendono gli altri , sarebbe                  ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;NonFiction_prose
CORIS_23;"                       rompete le righe &quot; . Sette ore per fare poche centinaia di metri ma a loro va bene cosÃ¬ . I leader no global possono < gioire > , questa volta a_differenza_di Genova quando avventatamente dissero &quot; abbiamo vinto &quot; possono cantare                       ";gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_236;"                      papÃ  "" , esplode in una feroce requisitoria poetica : "" Quando ieri a Valle Giulia avete fatto a botte Coi poliziotti , Io < simpatizzavo > per i poliziotti PerchÃ© i poliziotti sono figli di poveri "" . Sempre secondo Paolo Pietrangeli , "" una canzone doveva                 ";simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;Finite;1980_2000;Written;Press
CORIS_241;                     se non lo inquadrano rifiuta di firmare autografi ai ragazzini ) e poco amato dalla critica e dal gruppo , s ' Ã¨ limitato a < gioire > per non essere stato raggiunto da Ullrich , scattato tre minuti dopo_di lui , come invece era accaduto a Saint Etienne .              ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_243;"                               . 09 06 1997 Vulpio Carlo - L ' ex caporalmaggiore confessa di essersi ispirato al film "" Codice d ' onore "" , di < avere simpatie > per Alleanza nazionale e di non avere paura Patruno : "" Se ho parlato Ã¨ anche merito di Tom Cruise e Demi Moore "" DAL NOSTRO          ";simpatia;LVC;LVC_avere;avere simpatia;stative;Non_Modified;-;-;Finite;1980_2000;Written;Press
CORIS_245;                              la propria neutralitÃ  . Ma una sua breve dichiarazione ha dimostrato che il re non sta con i futuri vincitori , ma < ha spiccate simpatie > per il gruppo , guidato dal capo della minoranza turca Ahmed Dogan , che pur essendo anti - comunista si Ã¨ allontanato dai            ;simpatia;LVC;LVC_avere;avere simpatia;stative;Modified;-;-;Finite;1980_2000;Written;Press
CORIS_250;                                   definitivamente gli allettanti tassi a due cifre del passato , il risparmiatore - indubbiamente - non puÃ² che < gioire > del fatto che , scendendo i rendimenti dei titoli di Stato , si riduce anche la prospettiva del debito pubblico in futuro             ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_252;                           a me piÃ¹ simpatici sono quelli che si affrancano almeno in parte del loro ebraismo ? Ãˆ sufficiente rispondere che non < provo molta simpatia > per nessuna lealtÃ  etnico - religiosa quando limita la libertÃ  e la spregiudicatezza dell ' intelligenza ? E ancora :                 ;simpatia;LVC;LVC_provare;provare simpatia;stative;Modified;-;-;Finite;1980_2000;Written;Press
CORIS_271;"                                 della Costituzione sulle libertÃ  di pensiero "" , dice Siegel . Il repubblicano Rudy Giuliani , invece , che non < ha certo simpatie > a sinistra , e che Ã¨ stato spesso trattato da fascista , ha preso una posizione molto dura . "" Il KKK Ã¨ un ' organizzazione           ";simpatia;LVC;LVC_avere;avere simpatia;stative;Non_Modified;-;-;Finite;1980_2000;Written;Press
CORIS_292;                    , mi dispiace per il povero D ' Ippolito - . Mi dispiaceva davvero . Era un altro di quegli agenti di custodia con cui avevo < simpatizzato > . Gli stessi detenuti ne parlavano bene . Nessun abuso , nessuna violenza . - GiÃ  . La vita Ã¨ proprio assurda . Arrivammo             ;simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;Finite;2011_2021;Written;Fiction_prose
CORIS_3;                        , la situazione Ã¨ tutt ' altro che da patema d ' animo , perciÃ² muoviti o m ' arrabbio . Cara Antonia , da qualche tempo < ho una grande simpatia > , e penso anche qualcosa in_piÃ¹ , per una collega , libera da impegni sentimentali come me . Sono nato ( dati indicati ) ,            ;simpatia;LVC;LVC_avere;avere simpatia;stative;Modified;-;-;Finite;1980_2000;Written;Websites
CORIS_301;                       Martusciello . L ' ex attaccante del Palermo si Ã¨ poi seduto in panchina con la faccia contrariata ma alla fine ha potuto < gioire > con i suoi compagni per la vittoria fondamentale ottenuta sul campo di una rivale ostica come la squadra di Fonseca . Al              ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_306;                              dei due stati , garantita da Washington da trent ' anni . Accanto_a lui , il premier israeliano Benjamin Netanyahu < gioiva > . Il discorso del presidente statunitense coincideva quasi totalmente con il suo . Si faceva riferimento alla                         ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2011_2021;Written;Press
CORIS_311;"                    signorini . Ãˆ stato lo stesso Pietro Ichino ormai grande , che il priore non vedeva l ' ora di portare a Barbiana ( "" Quando < avremo la gioia > di mettere la tuta a Pietro ? Ã‚Â” domandava scherzoso a sua madre Francesca in una lettera del 23 giugno 1963 ) a                      ";gioia;LVC;LVC_avere;avere gioia;stative;Non_Modified;-;-;Finite;2011_2021;Written;Fiction_prose
CORIS_312;                         tutto senza orgoglio , mostrava al suo amico dottor Fettback tenendola contro la luce verde della sua lampada . Abbiamo < avuto la gioia > di udire il signor dottor Fettback definire quell ' ulcera Â« classicaÂ» e vedere attestato da fonte autorevole che il                  ;gioia;LVC;LVC_avere;avere gioia;stative;Non_Modified;-;-;Finite;1980_2000;Written;Fiction_prose
CORIS_313;                    uscita di casa che non sapevo cucinare un uovo e non avevo aiuti , ma la sera avevamo anche venti persone a cena : ho sempre < avuto la gioia > di condividere vita e idee con gli amici , erano gli anni Settanta e si respirava il desiderio di cambiare la societÃ  . Il            ;gioia;LVC;LVC_avere;avere gioia;stative;Non_Modified;-;-;Finite;2011_2021;Written;Press
CORIS_40;                 . Non Ã¨ il caso , al momento , di spingere troppo in lÃ  i sogni . Anche perchÃ© basta la realtÃ  , alla societÃ  e ai tifosi , per < gioire > . Il Forum da 10500 persone in festa Ã¨ il manifesto del nuovo corso ed Ã¨ il punto di partenza per il domani . Nel presente ,          ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_43;"                                di destra e di sinistra . Mi indigna l ' Italia che nobilita il terrorismo qualificandolo "" resistenza "" , quasi < gioendo > per la lunga scia di sangue in Iraq perchÃ© sarebbe la prova della "" guerra civile "" . Ma soprattutto provo orrore per l '             ";gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Other;2001_2010;Written;Press
CORIS_44;                              la finta imparzialitÃ  : Io non ho mai messo in dubbio le sue qualitÃ  giornalistiche . Ma appare a tutti chiaro che < simpatizza > per il centrodestra . PerchÃ© non lo ammette ? Ovviamente non dovrebbe fare alcuna confessione , ma comportarsi come                   ;simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;Finite;2001_2010;Written;Press
CORIS_56;                               della propria vita , scegliere in funzione delle proprie intime volontÃ  . Risparmiatore Parmalat che non riesce a < gioire > Cosimo Delfino Soregno ( Mi ) Sono uno dei tanti risparmiatori che acquistÃ² i bond Parmalat per un valore di 5.165 euro .             ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_59;                        nn li conoscevano , Grillo invece_che ha un sacco di agganci si ! Che cose strane accadono in questo bel paese ! ! ! ! ! < Gioite > miei cari nanomani convinti .... .... . GIOITE GIOITE GIOITE .... .... ... Beato chi ancora crede al PD o alla lega o ....            ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2001_2010;Written;Websites
CORIS_62;"                        l ' illegale presenza alle occhiute autoritÃ  elvetiche ( o solo al vicinato ) ; e se pure capitasse loro di gioire , che < gioissero > muti . Se ne andarono anche dai paesi del Subappennino Dauno , quella parte del foggiano dove il Tavoliere di Puglia                  ";gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2001_2010;Written;Press
CORIS_77;                       della piÃ¹ potente rete di distribuzione libraria e giornalistica italiana . Per i quattro ex del Movimento ( uno , anzi , < simpatizzava > per Autonomia operaia , Parodi : Â« E non rinnego nulla Â» ) Ã¨ il salto : Messaggerie vuol direi aristocrazia editoriale ,              ;simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;Finite;2001_2010;Written;Press
CORIS_95;                  ! ÃƒÂ‚ Â» sentenzia Leonardo . Posa la benda a terra e comincia a massaggiarmi con entrambe le mani . ÃƒÂ‚ Â« Mi sembra un sognoÃƒÂ‚ Â» < gioisco > . E non so se sono piÃ¹ felice di essermi tolta quel castigo o perchÃ© lui adesso mi sta toccando dopo avermi evitata cosÃ¬ a            ;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2011_2021;Written;Fiction_prose
CORIS_96;"                      una grande simpatia per lei . Â» "" Simpatia "" pensÃ² Dany . Una parola che la diceva lunga . "" Anch ' io con il tempo potrei < provare simpatia > per Hizdahr zo Loraq . Forse . "" Ser Barristan soggiunse : Â« Ho visto anche tuo padre sposare tua madre . Perdonami , ma in           ";simpatia;LVC;LVC_provare;provare simpatia;stative;Non_Modified;-;-;NonFinite_Infinitive;2011_2021;Written;Fiction_prose
CORIS_97;                     libri che rifiutava erano di gran lunga piÃ¹ numerosi di quelli che accettava . Quindi , come Ã¨ ovvio , anche coloro che non < avevano simpatia > per lui erano di gran lunga piÃ¹ numerosi di quelli che lo apprezzavano . Ma anche questa era una cosa voluta . A Tengo                ;simpatia;LVC;LVC_avere;avere simpatia;stative;Non_Modified;-;-;Finite;2011_2021;Written;Fiction_prose
CORIS_98;                            . Pur_di proteggere la sua incolumitÃ  , avrebbe fatto qualsiasi cosa . Aomame e Tamaru si rispettavano a vicenda , e < provavano una reciproca simpatia > , o qualcosa che le assomigliava . Ma se lui , per qualche ragione , avesse pensato che l ' esistenza di Aomame potesse               ;simpatia;LVC;LVC_provare;provare simpatia;stative;Modified;-;-;Finite;2011_2021;Written;Fiction_prose
KIParla_PTB001;c''era tutta una cosa che era incredibile // e comunque niente questo // e'' andato bene eh // somma ta // mh // talmente l''ha impressionata che se la ricorda ancora oggi // si'' io me la ricordo e tipo avevo otto anni ma io non la potro'' mai dimenticare non la potro'';simpatia;SV;SV_suffixed;simpatizzare;stative;Non_Modified;-;-;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD1002;suoi toni e anche di creare // empatia // perche'' i toni della voce possono creare empatia // possono // farvi sentire una simpatia immediata per quel tono // e poi c'' e'' qualcos'' altro che e'' imponderabile che e'' la voce stessa // ci sono delle voci che ci;simpatia;LVC;LVC_sentire;sentire simpatia;stative;Modified;-;-;NonFinite_Infinitive;2011_2021;Spoken;Monologic_speech
LIP_RE9;medesima siamo nell''emergenza dell''emergenza da un certo punto di vista quindi non gli e'' stata co <ncessa> eh riconosciuta come invece e'' stata riconosciuta anche ad altri insomma sempre delle stesse organizzazioni la continuita'' del reato questo l''ha_ definitivamente chiuso il capitolo della_ come dire? della vertenzialita'' giudiziaria intorno al caso si e'' aperta_ questo problema politico C: [frase_incomprensibile] A: ma si'' no_ intanto condivido quello che stava dicendo Vincenzo sulla questione della sentenza_ dell''ultima sentenza che_ notoriamente non ho grossa simpatia per le_ posizioni di Curcio ma va detto a chiare lettere che questa sentenza come le altre che l''hanno preceduta come quella di Cagliari come quella della_ eh della precedente sentenza della cassazione hanno_ dato l''ultima_ # come si puo'' dire l''ultima sottolineatura_ a un''evidenza # tanto piu'' che C: conferma A: sempre_ # a Milano ho saputo nei giorni scorsi che oltre ai casi gia'' citati_ dalla stampa di_ # militanti delle Brigate Rosse che avevano_ ottenuto la continuazione del reato;simpatia;LVC;LVC_avere;avere simpatia;stative;Modified;-;-;Finite;1980_2000;Spoken;Broadcast
RCast_11;si va contro a un principio della comunitÃ  europea la libera [circolazione] delle persone e delle merci soprattutto per i paesi periferici e allora l'italia deve dire beh fintanto che la comunitÃ  la commissione non se ne occupa io voterÃ² CONTRO qualsiasi e::h provvedimento in quanto faccio scattare la minoranza di blocco e e:h ques- perchÃ¨ questo provvedimento danneggia non l'autotrasporto ma danneggia l'economia nazionale sono::: sicuramente::: d'accordo su questa definizione anche se mi permetto di ricordare che i paesi che stanno a nord delle alpi forse gioiscono e:h di questa: e:h ost- e:h di quest'ostacolo che viene introdotto all'economia italiana [perchÃ¨] loro i collegamenti al di sopra delle alpi li possono realizzare il problema riguarda invece eh quelli che sono i rapporti tra italia quindi l'interscambio tra italia e l'europa e e:h ricordo che e:h secondo uno studio che isport per la confcommercio aveva realizzato i danni per l'economia nazionale sono duecento miliardi di euro per ogni ora di ritardo e:h che la merce impiega per;gioia;SV;SV_zero-derived;gioire;stative;Non_Modified;-;-;Finite;2011_2021;Spoken;Broadcast
